Department,Course,Section,A,B,C,D,F,A-F,GPA,I,S,U,Q,X,Total,Instructor,College,Semester,Year
PHAR,606,300,60,10,1,0,0,71,3.830,0,0,0,0,71,JOSEPH M,PHARMACY-SCHOOL,SPRING,2023
PHAR,606,301,40,2,0,0,0,42,3.952,0,0,0,0,42,JOSEPH M,PHARMACY-SCHOOL,SPRING,2023
PHAR,611,300,37,18,15,1,0,71,3.281,0,0,0,0,71,ALYISMAIL H,PHARMACY-SCHOOL,SPRING,2023
PHAR,611,301,21,16,4,0,0,41,3.414,1,0,0,0,42,ALYISMAIL H,PHARMACY-SCHOOL,SPRING,2023
PHAR,628,300,44,21,6,0,0,71,3.535,0,0,0,0,71,ZHONG L,PHARMACY-SCHOOL,SPRING,2023
PHAR,628,301,30,9,3,0,0,42,3.642,0,0,0,0,42,ZHONG L,PHARMACY-SCHOOL,SPRING,2023
PHAR,642,300,15,34,16,6,0,71,2.816,0,0,0,0,71,NUTAN M,PHARMACY-SCHOOL,SPRING,2023
PHAR,642,301,10,22,10,0,0,42,3.000,0,0,0,0,42,NUTAN M,PHARMACY-SCHOOL,SPRING,2023
PHAR,657,300,49,18,4,0,0,71,3.633,0,0,0,0,71,NORTH F,PHARMACY-SCHOOL,SPRING,2023
PHAR,657,301,34,6,1,0,0,41,3.804,1,0,0,0,42,NORTH F,PHARMACY-SCHOOL,SPRING,2023
PHAR,658,300,46,16,9,0,0,71,3.521,0,0,0,0,71,ZHONG L,PHARMACY-SCHOOL,SPRING,2023
PHAR,658,301,30,11,0,0,0,41,3.731,1,0,0,0,42,ZHONG L,PHARMACY-SCHOOL,SPRING,2023
PHAR,673,300,19,43,9,0,0,71,3.140,0,0,0,0,71,DE SANTIAGO A,PHARMACY-SCHOOL,SPRING,2023
PHAR,673,301,16,21,4,0,0,41,3.292,1,0,0,0,42,DE SANTIAGO A,PHARMACY-SCHOOL,SPRING,2023
PHAR,712,300,11,23,28,7,0,69,2.550,0,0,0,0,69,IVY D,PHARMACY-SCHOOL,SPRING,2023
PHAR,712,301,13,20,13,4,1,51,2.784,0,0,0,0,51,IVY D,PHARMACY-SCHOOL,SPRING,2023
PHAR,713,300,14,35,20,0,0,69,2.913,0,0,0,0,69,CHOUDHURY M,PHARMACY-SCHOOL,SPRING,2023
PHAR,713,301,19,20,12,0,0,51,3.137,0,0,0,0,51,CHOUDHURY M,PHARMACY-SCHOOL,SPRING,2023
PHAR,715,300,66,2,1,0,0,69,3.942,0,0,0,0,69,PATEL P,PHARMACY-SCHOOL,SPRING,2023
PHAR,715,301,50,1,0,0,0,51,3.980,0,0,0,0,51,PATEL P,PHARMACY-SCHOOL,SPRING,2023
PHAR,726,300,27,31,11,0,0,69,3.231,0,0,0,0,69,THANGAVEL S,PHARMACY-SCHOOL,SPRING,2023
PHAR,726,301,27,18,6,0,0,51,3.411,0,0,0,0,51,THANGAVEL S,PHARMACY-SCHOOL,SPRING,2023
PHAR,757,300,43,23,3,0,0,69,3.579,0,0,0,0,69,CHANG J,PHARMACY-SCHOOL,SPRING,2023
PHAR,757,301,39,12,0,0,0,51,3.764,0,0,0,0,51,CHANG J,PHARMACY-SCHOOL,SPRING,2023
PHAR,765,600,10,0,0,0,0,10,4.000,0,0,0,0,10,ALONZO J,PHARMACY-SCHOOL,SPRING,2023
PHAR,765,601,14,2,0,0,0,16,3.875,0,0,0,0,16,ALONZO J,PHARMACY-SCHOOL,SPRING,2023
PHAR,771,300,20,0,0,0,0,20,4.000,0,0,0,0,20,EVERETT-HOUSER J,PHARMACY-SCHOOL,SPRING,2023
PHAR,771,301,7,0,0,0,0,7,4.000,0,0,0,0,7,EVERETT-HOUSER J,PHARMACY-SCHOOL,SPRING,2023
PHAR,778,300,37,32,0,0,0,69,3.536,0,0,0,0,69,MINGLE A,PHARMACY-SCHOOL,SPRING,2023
PHAR,778,301,31,19,1,0,0,51,3.588,0,0,0,0,51,MINGLE A,PHARMACY-SCHOOL,SPRING,2023
PHAR,779,300,18,2,0,0,0,20,3.900,0,0,0,0,20,HAY H,PHARMACY-SCHOOL,SPRING,2023
PHAR,779,301,9,0,0,0,0,9,4.000,0,0,0,0,9,HAY H,PHARMACY-SCHOOL,SPRING,2023
PHAR,785,325,5,0,0,0,0,5,4.000,0,0,0,0,5,OFILI T,PHARMACY-SCHOOL,SPRING,2023
PHAR,789,601,5,0,0,0,0,5,4.000,0,0,0,0,5,MAXWELL A,PHARMACY-SCHOOL,SPRING,2023
PHAR,789,602,9,0,0,0,0,9,4.000,0,0,0,0,9,FARRIS C,PHARMACY-SCHOOL,SPRING,2023
PHAR,789,603,15,0,0,0,0,15,4.000,0,0,0,0,15,FARRIS C,PHARMACY-SCHOOL,SPRING,2023
PHAR,789,604,13,0,0,0,0,13,4.000,0,0,0,0,13,ALSHBOOL F,PHARMACY-SCHOOL,SPRING,2023
PHAR,789,605,9,1,0,0,0,10,3.900,0,0,0,0,10,ALSHBOOL F,PHARMACY-SCHOOL,SPRING,2023
PHAR,789,606,5,2,1,0,0,8,3.500,0,0,0,0,8,MAXWELL A,PHARMACY-SCHOOL,SPRING,2023
PHAR,789,608,7,0,0,0,0,7,4.000,0,0,0,0,7,PATEL P,PHARMACY-SCHOOL,SPRING,2023
PHAR,789,609,8,0,0,0,0,8,4.000,0,0,0,0,8,ALSHBOOL F,PHARMACY-SCHOOL,SPRING,2023
PHAR,789,610,11,0,0,0,0,11,4.000,0,0,0,0,11,ALSHBOOL F,PHARMACY-SCHOOL,SPRING,2023
PHAR,805,300,2,32,33,0,1,68,2.500,0,0,0,0,68,TANZER K,PHARMACY-SCHOOL,SPRING,2023
PHAR,805,301,11,16,16,0,0,43,2.883,0,0,0,0,43,TANZER K,PHARMACY-SCHOOL,SPRING,2023
PHAR,812,300,12,28,18,1,0,59,2.864,0,0,0,0,59,LUCE A,PHARMACY-SCHOOL,SPRING,2023
PHAR,812,301,11,24,9,1,0,45,3.000,0,0,0,0,45,LUCE A,PHARMACY-SCHOOL,SPRING,2023
PHAR,813,300,11,34,14,0,0,59,2.949,0,0,0,0,59,GRAYSON S,PHARMACY-SCHOOL,SPRING,2023
PHAR,813,301,7,31,7,0,0,45,3.000,0,0,0,0,45,GRAYSON S,PHARMACY-SCHOOL,SPRING,2023
PHAR,815,300,56,3,0,0,0,59,3.949,0,0,0,0,59,HINTZE T,PHARMACY-SCHOOL,SPRING,2023
PHAR,815,301,41,4,0,0,0,45,3.911,0,0,0,0,45,HINTZE T,PHARMACY-SCHOOL,SPRING,2023
PHAR,871,300,53,5,0,0,0,58,3.913,1,0,0,0,59,ALONZO J,PHARMACY-SCHOOL,SPRING,2023
PHAR,871,301,40,5,0,0,0,45,3.888,0,0,0,0,45,ALONZO J,PHARMACY-SCHOOL,SPRING,2023
PHAR,873,300,58,1,0,0,0,59,3.983,0,0,0,0,59,GUNASEELAN S,PHARMACY-SCHOOL,SPRING,2023
PHAR,873,301,44,1,0,0,0,45,3.977,0,0,0,0,45,GUNASEELAN S,PHARMACY-SCHOOL,SPRING,2023
PHAR,875,300,22,32,5,0,0,59,3.288,0,0,0,0,59,HORSEMAN M,PHARMACY-SCHOOL,SPRING,2023
PHAR,875,301,17,25,3,0,0,45,3.311,0,0,0,0,45,HORSEMAN M,PHARMACY-SCHOOL,SPRING,2023
